,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
0,2479,https://recalls-rappels.canada.ca/en/alert-recall/schneiders-deli-best-blue-ribbon-brand-bologna-recalled-due-pieces-metal,Schneiders Deli Best Blue Ribbon brand Bologna recalled due to pieces of metal,"Schneiders Deli Best Blue Ribbon brand Bologna recalled due to pieces of metal      
       
  
                        
             
Starting date:
December 31, 2014
Type of communication:
Recall
Alert sub-type:
Notification…",2014-12-31,Extraneous Material,Retail,Maple Leaf Foods Inc.,"Ontario, Quebec",Class 2
1,2480,https://recalls-rappels.canada.ca/en/alert-recall/roland-brand-bruschetta-recalled-due-pieces-glass,Roland brand Bruschetta recalled due to pieces of glass,"Roland brand Bruschetta recalled due to pieces of glass      
       
  
                        
             
Starting date:
December 30, 2014
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Extraneous…",2014-12-30,Extraneous Material,Hotel/Restaurant/Institutional,Northern Meat Service,Manitoba,Class 2
2,2481,https://recalls-rappels.canada.ca/en/alert-recall/vadilal-brand-indian-baby-pumpkin-recalled-due-elevated-aerobic-colony-count,Vadilal brand Indian Baby Pumpkin recalled due to elevated aerobic colony count,"Vadilal brand Indian Baby Pumpkin recalled due to elevated aerobic colony count      
       
  
                        
             
Starting date:
December 29, 2014
Type of communication:
Recall
Alert sub-type:
Notification…",2014-12-29,Microbiological - Non harmful (Quality/Spoilage),Retail,Ontario Impex of Canada Inc.,Ontario,Class 3
3,2482,https://recalls-rappels.canada.ca/en/alert-recall/vinacafe-brand-cafe-3-1-gold-original-recalled-due-undeclared-milk,Vinacafé brand Café 3 in 1 Gold Original recalled due to undeclared milk,"Vinacafé brand Café 3 in 1 Gold Original recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 24, 2014
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2014-12-24,Allergen - Milk,Retail,New World Imports Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 3
4,2483,https://recalls-rappels.canada.ca/en/alert-recall/happy-apples-brand-caramel-apples-recalled-due-listeria-monocytogenes,Happy Apples brand Caramel Apples recalled due to Listeria monocytogenes,"Happy Apples brand Caramel Apples recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
December 24, 2014
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2014-12-24,Microbiological - Listeria,Retail,"Buy Low Foods Ltd., Overwaitea Food Group, Star Produce Ltd., The Lid Company",National,Class 1
5,2484,https://recalls-rappels.canada.ca/en/alert-recall/patisserie-fantaisies-brand-caramel-mini-roll-cake-recalled-due-undeclared-milk,Pâtisserie Les Fantaisies brand Caramel Mini Roll Cake recalled due to undeclared milk,"Pâtisserie Les Fantaisies brand Caramel Mini Roll Cake recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 23, 2014
Type of communication:
Recall
Alert sub-type:
Food…",2014-12-23,Allergen - Milk,Retail,9032-1076 Québec Inc.,Quebec,Class 2
6,2485,https://recalls-rappels.canada.ca/en/alert-recall/arctic-meat-sausage-and-okanagan-falls-brand-chorizo-products-recalled-due-undeclared,Arctic Meat & Sausage and Okanagan Falls brand Chorizo products recalled due to undeclared milk,"Arctic Meat & Sausage and Okanagan Falls brand Chorizo products recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 23, 2014
Type of communication:
Recall
Alert sub-…",2014-12-23,Allergen - Milk,Retail,Arctic Meat & Sausage Ltd.,British Columbia,Class 2
7,2486,https://recalls-rappels.canada.ca/en/alert-recall/wd-happy-boy-brand-sesame-cookies-recalled-due-undeclared-peanuts,WD. Happy Boy brand Sesame Cookies recalled due to undeclared peanuts,"WD. Happy Boy brand Sesame Cookies recalled due to undeclared peanuts      
       
  
                        
             
Starting date:
December 19, 2014
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2014-12-19,Allergen - Peanut,Retail,Wealth Dragon Trading Co.,"Nova Scotia, Ontario, Quebec",Class 1
8,2487,https://recalls-rappels.canada.ca/en/alert-recall/chicken-sausage-rolls-nossack-gourmet-foods-ltd-recalled-due-undeclared-milk,Chicken sausage rolls from Nossack Gourmet Foods Ltd. recalled due to undeclared milk,"Chicken sausage rolls from Nossack Gourmet Foods Ltd. recalled due to undeclared milk      
       
  
                        
             
Starting date:
December 19, 2014
Type of communication:
Recall
Alert sub-type:
Food…",2014-12-19,Allergen - Milk,Retail,Nossack Gourmet Foods Ltd.,"National, Ontario, British Columbia",Class 1
9,2488,https://recalls-rappels.canada.ca/en/alert-recall/patak-s-original-brand-canned-curry-sauces-recalled-due-undeclared-mustard,Patak's Original brand canned curry sauces recalled due to undeclared mustard,"Patak's Original brand canned curry sauces recalled due to undeclared mustard      
       
  
                        
             
Starting date:
December 18, 2014
Type of communication:
Recall
Alert sub-type:
Food Recall…",2014-12-18,Allergen - Mustard,Retail,National Importers Inc.,National,Class 1
