,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
0,3592,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-egg-certain-kinnikinnick-foods-brand-pie-crusts,Undeclared EGG in certain KINNIKINNICK FOODS brand PIE CRUSTS,"Undeclared EGG in certain KINNIKINNICK FOODS brand PIE CRUSTS      
       
  
                        
             
Starting date:
December 29, 2012
Type of communication:
Recall
Alert sub-type:
Allergy Alert
Subcategory:…",2012-12-29,Allergen - Egg,Consumer,Kinnikinnick Foods Inc.,National,Class 1
1,3594,https://recalls-rappels.canada.ca/en/alert-recall/certain-delpazir-brand-special-pickled-cucumbers-may-contain-glass,Certain Delpazir brand special pickled cucumbers may contain glass,"Certain Delpazir brand special pickled cucumbers may contain glass      
       
  
                        
             
Starting date:
December 27, 2012
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2012-12-27,Extraneous Material,Retail,Trust Express Inc.,Ontario,Class 3
2,3595,https://recalls-rappels.canada.ca/en/alert-recall/certain-irresistibles-brand-maple-butter-may-contain-qualityspoilage,Certain Irresistibles brand maple butter may contain quality/spoilage,"Certain Irresistibles brand maple butter may contain quality/spoilage      
       
  
                        
             
Starting date:
December 21, 2012
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2012-12-21,Microbiological - Non harmful (Quality/Spoilage),Retail,Ferme Vifranc Inc.,"British Columbia, Ontario, Quebec",Class 3
3,3596,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-taiwan-rich-foods-brand-frozen-puff-pastry-sheets,Undeclared milk in certain Taiwan Rich Foods brand Frozen Puff Pastry Sheets,"Undeclared milk in certain Taiwan Rich Foods brand Frozen Puff Pastry Sheets      
       
  
                        
             
Starting date:
December 21, 2012
Type of communication:
Recall
Alert sub-type:
Notification…",2012-12-21,Allergen - Milk,Retail,Maple Rich Enterprises Ltd.,British Columbia,Class 2
4,3597,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-mustard-certain-deli-chef-brand-various-sandwich,Undeclared mustard in certain Deli Chef brand various sandwich,"Undeclared mustard in certain Deli Chef brand various sandwich      
       
  
                        
             
Starting date:
December 20, 2012
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2012-12-20,Allergen - Mustard,Retail,Les Aliments Deli Chef,"Prince Edward Island, New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Class 3
5,3598,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-soy-certain-imane-brand-roast-beef,Undeclared soy in certain Imane brand roast beef,"Undeclared soy in certain Imane brand roast beef      
       
  
                        
             
Starting date:
December 20, 2012
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Allergen - Soy
Hazard…",2012-12-20,Allergen - Soy,Retail,9136-4802 Québec Inc. (Délices Al-Manar),Quebec,Class 2
6,3600,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-mustard-or-soy-certain-imane-brand-ready-eat-meat-product,Undeclared MUSTARD or SOY in certain IMANE brand READY-TO-EAT MEAT PRODUCT,"Undeclared MUSTARD or SOY in certain IMANE brand READY-TO-EAT MEAT PRODUCT      
       
  
                        
             
Starting date:
December 18, 2012
Type of communication:
Recall
Alert sub-type:
Allergy Alert…",2012-12-18,"Allergen - Mustard, Allergen - Soy",Retail,9136-4802 Québec Inc. (Délices Al-Manar),Quebec,Class 1
7,3601,https://recalls-rappels.canada.ca/en/alert-recall/certain-president-s-choice-organics-brand-split-green-peas-may-contain-insect,Certain President's Choice Organics brand split green peas may contain insect,"Certain President's Choice Organics brand split green peas may contain insect      
       
  
                        
             
Starting date:
December 17, 2012
Type of communication:
Recall
Alert sub-type:
Notification…",2012-12-17,Extraneous Material,Retail,Loblaw Companies Limited,National,Class 3
8,3602,https://recalls-rappels.canada.ca/en/alert-recall/undeclared-wheat-certain-m-brand-rice,Undeclared wheat in certain M brand rice,"Undeclared wheat in certain M brand rice      
       
  
                        
             
Starting date:
December 17, 2012
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Allergen - Wheat
Hazard…",2012-12-17,Allergen - Wheat,Retail,Ka Wing Hong Ltd.,"British Columbia, Ontario",Class 2
9,3603,https://recalls-rappels.canada.ca/en/alert-recall/certain-cardinal-select-brand-prime-rib-beef-burgers-may-contain-e-coli-o157h7,Certain CARDINAL SELECT brand Prime Rib Beef Burgers may contain E. coli O157:H7 bacteria,"Certain CARDINAL SELECT brand Prime Rib Beef Burgers may contain E. coli O157:H7 bacteria      
       
  
                        
             
Starting date:
December 15, 2012
Type of communication:
Recall
Alert sub-type:
Health…",2012-12-15,Microbiological - E. coli O157,7656,Cardinal Meat Specialists Limited,National,Class 1
